Product_ID,Product_Type,Material,Color,Sales_Data,Return_Rate,Production_Data,Season,Gender,Season_Demand_Spike,Date,Age,Customer_Feedback
P0129,Leggings,Polyester,Blue,53,0.2,235,Spring,Unisex,1.4,2023-04-16,14,Loved the design and comfort.
P0088,T-Shirt,Spandex,Yellow,125,0.12,274,Spring,Female,1.33,2024-05-18,5,Color fades after a few washes.
P0030,Dress,Wool,Green,305,0.16,501,Fall,Male,1.19,2023-09-08,12,Feels breathable and light.
P0062,Shorts,Wool,Pink,346,0.2,384,Spring,Unisex,1.41,2023-05-08,9,Perfect fit and great quality.
P0092,Leggings,Wool,Red,418,0.22,609,Winter,Unisex,1.49,2023-12-12,9,The fabric is soft and comfortable.
P0042,Hoodie,Fleece,Black,52,0.15,233,Summer,Male,1.36,2023-07-02,15,My kid loves wearing this every day.
P0024,Hoodie,Fleece,Blue,22,0.12,69,Winter,Male,1.39,2024-12-02,12,"Comfortable fabric, however the color fades quickly."
P0087,Jacket,Fleece,Grey,79,0.32,181,Fall,Unisex,1.06,2023-09-17,9,Nice design but size mismatch was an issue.
P0171,Leggings,Spandex,White,314,0.06,400,Winter,Female,1.5,2024-02-14,11,Great color but the stitching could be better.
P0277,Shorts,Wool,Red,171,0.19,370,Spring,Female,1.33,2023-03-26,3,Zipper broke after one use.
P0242,Shorts,Spandex,Grey,239,0.29,391,Summer,Unisex,1.17,2023-08-07,13,Fabric feels rough and uncomfortable.
P0030,T-Shirt,Cotton,Blue,362,0.34,408,Summer,Male,1.05,2023-07-31,7,"It's okay, nothing special."
P0298,Jacket,Fleece,White,347,0.12,455,Winter,Male,1.19,2024-01-08,6,The color is vibrant and attractive.
P0253,Hoodie,Cotton,Black,22,0.29,130,Fall,Unisex,1.08,2023-10-21,5,Size runs smaller than expected.
P0124,Shorts,Fleece,Black,208,0.02,338,Fall,Unisex,1.07,2023-10-13,4,Average quality for the price.
P0282,Hoodie,Wool,Red,30,0.07,107,Fall,Male,1.15,2023-10-13,5,Nice design but size mismatch was an issue.
P0087,Sweatpants,Cotton,Yellow,14,0.27,180,Winter,Female,1.43,2024-01-11,14,"It's okay, nothing special."
P0240,Leggings,Fleece,White,111,0.22,181,Fall,Unisex,1.17,2024-11-05,10,"It's okay, nothing special."
P0068,T-Shirt,Polyester,Yellow,6,0.2,117,Spring,Unisex,1.36,2023-03-21,10,My kid loves wearing this every day.
P0018,Hoodie,Wool,Yellow,214,0.2,305,Spring,Male,1.27,2023-03-16,7,Perfect fit and great quality.
P0219,Shorts,Polyester,Black,273,0.3,329,Fall,Male,1.29,2023-10-28,15,"It's okay, nothing special."
P0136,Jacket,Wool,Grey,92,0.22,230,Winter,Male,1.4,2023-02-03,10,Average quality for the price.
P0235,T-Shirt,Polyester,Red,346,0.31,399,Summer,Female,1.39,2023-07-30,11,My kid loves wearing this every day.
P0087,Jacket,Wool,Green,212,0.15,326,Fall,Female,1.26,2023-10-08,7,Average quality for the price.
P0204,T-Shirt,Polyester,Pink,131,0.07,168,Spring,Male,1.14,2023-03-30,9,"It's okay, nothing special."
P0208,Hoodie,Wool,White,134,0.13,163,Summer,Male,1.21,2023-06-30,13,Average quality for the price.
P0037,Dress,Cotton,Blue,185,0.1,244,Spring,Unisex,1.05,2024-05-18,15,The fabric is soft and comfortable.
P0178,Leggings,Fleece,Grey,65,0.35,250,Summer,Unisex,1.47,2023-07-02,14,Perfect fit and great quality.
P0150,Jacket,Fleece,Green,147,0.23,173,Fall,Male,1.1,2024-09-13,6,Great color but the stitching could be better.
P0280,Hoodie,Cotton,Grey,259,0.04,417,Winter,Female,1.06,2023-12-05,12,"Comfortable fabric, however the color fades quickly."
P0045,Sweatpants,Wool,Pink,211,0.28,342,Fall,Female,1.35,2024-11-26,8,Excellent stitching and finish.
P0133,Dress,Polyester,White,26,0.11,213,Spring,Female,1.48,2024-03-22,10,Perfect fit and great quality.
P0287,Jacket,Fleece,Black,155,0.32,215,Winter,Unisex,1.03,2023-02-18,8,My kid loves wearing this every day.
P0100,Sweatpants,Spandex,White,215,0.15,387,Winter,Unisex,1.25,2024-02-06,11,My kid loves wearing this every day.
P0296,Jacket,Wool,Yellow,205,0.19,328,Summer,Female,1.13,2024-06-18,8,Perfect fit and great quality.
P0013,Leggings,Cotton,Grey,440,0.21,513,Summer,Female,1.41,2024-08-25,13,The fabric is soft and comfortable.
P0027,T-Shirt,Cotton,Green,176,0.11,352,Spring,Female,1.46,2023-05-27,12,Great color but the stitching could be better.
P0104,Shorts,Wool,Red,90,0.24,286,Fall,Female,1.13,2023-10-15,13,Fabric feels rough and uncomfortable.
P0080,Leggings,Cotton,White,137,0.3,186,Summer,Female,1.39,2023-08-16,6,Color fades after a few washes.
P0073,Shorts,Cotton,White,318,0.16,374,Spring,Female,1.1,2024-04-28,8,The fabric is soft and comfortable.
P0256,Dress,Spandex,White,100,0.17,271,Summer,Male,1.45,2024-08-15,5,Decent but could be better.
P0209,Shorts,Spandex,Black,357,0.32,550,Summer,Female,1.14,2024-08-07,3,The color is vibrant and attractive.
P0214,Shorts,Fleece,White,339,0.32,535,Fall,Female,1.3,2023-09-10,11,Fabric feels rough and uncomfortable.
P0110,Jacket,Polyester,Red,269,0.31,365,Fall,Female,1.38,2024-11-26,14,Perfect fit and great quality.
P0044,Dress,Spandex,Pink,146,0.08,298,Fall,Unisex,1.43,2024-09-18,11,Excellent stitching and finish.
P0214,T-Shirt,Spandex,Red,419,0.21,544,Summer,Unisex,1.4,2024-08-26,14,The stitching quality could be better.
P0274,Leggings,Cotton,Black,102,0.04,240,Winter,Unisex,1.5,2023-01-20,13,The color is vibrant and attractive.
P0091,Sweatpants,Fleece,Black,167,0.16,202,Fall,Female,1.34,2023-11-06,12,The product arrived damaged.
P0248,Hoodie,Spandex,Black,266,0.05,421,Spring,Female,1.25,2023-05-20,3,My kid loves wearing this every day.
P0069,Shorts,Wool,Green,266,0.29,299,Summer,Male,1.31,2023-07-09,8,Feels breathable and light.
P0179,Jacket,Fleece,Pink,320,0.32,473,Winter,Male,1.41,2023-02-21,10,My kid loves wearing this every day.
P0297,Jacket,Fleece,Grey,284,0.33,354,Fall,Female,1.41,2023-09-17,10,Excellent stitching and finish.
P0203,Hoodie,Cotton,Yellow,73,0.23,117,Winter,Unisex,1.2,2023-01-05,9,My kid loves wearing this every day.
P0152,Dress,Spandex,Pink,273,0.11,329,Spring,Male,1.39,2023-04-19,5,The color is vibrant and attractive.
P0219,Dress,Cotton,Pink,44,0.03,158,Spring,Female,1.34,2024-04-20,9,Zipper broke after one use.
P0295,Sweatpants,Wool,Black,306,0.24,416,Spring,Male,1.24,2024-05-05,9,Great color but the stitching could be better.
P0263,T-Shirt,Fleece,Green,340,0.19,444,Fall,Male,1.04,2024-11-05,10,The fabric is soft and comfortable.
P0294,T-Shirt,Spandex,Blue,59,0.18,148,Summer,Female,1.3,2024-07-04,3,"Comfortable fabric, however the color fades quickly."
P0187,Dress,Cotton,Yellow,221,0.24,331,Summer,Female,1.27,2023-08-11,10,Decent but could be better.
P0261,Hoodie,Cotton,Yellow,86,0.22,280,Spring,Unisex,1.11,2024-04-14,7,Zipper broke after one use.
P0185,Hoodie,Spandex,Blue,132,0.04,199,Fall,Female,1.42,2024-09-03,5,"Comfortable fabric, however the color fades quickly."
P0300,Sweatpants,Wool,Red,252,0.26,312,Summer,Male,1.08,2023-07-08,6,Feels breathable and light.
P0157,Leggings,Spandex,Pink,337,0.21,530,Winter,Male,1.48,2024-12-03,5,The product arrived damaged.
P0231,Shorts,Cotton,Black,250,0.2,423,Summer,Unisex,1.11,2023-07-21,11,The fabric is soft and comfortable.
P0152,Leggings,Cotton,Yellow,390,0.26,515,Summer,Female,1.46,2023-06-09,13,The color is vibrant and attractive.
P0240,Sweatpants,Polyester,Black,112,0.2,244,Summer,Male,1.16,2023-06-01,13,My kid loves wearing this every day.
P0096,Shorts,Polyester,Green,245,0.31,286,Fall,Male,1.09,2024-10-23,7,Fabric feels rough and uncomfortable.
P0246,Jacket,Spandex,Blue,247,0.07,309,Fall,Unisex,1.12,2024-11-15,10,Zipper broke after one use.
P0296,T-Shirt,Fleece,Black,272,0.12,453,Spring,Male,1.19,2024-03-30,9,Feels breathable and light.
P0052,T-Shirt,Fleece,Pink,139,0.12,294,Summer,Male,1.14,2024-07-07,15,Color fades after a few washes.
P0008,Leggings,Fleece,White,219,0.03,317,Summer,Female,1.33,2023-06-22,6,Feels breathable and light.
P0161,Jacket,Polyester,Blue,110,0.24,175,Summer,Female,1.21,2023-08-11,3,Decent but could be better.
P0104,Shorts,Polyester,White,171,0.33,210,Spring,Unisex,1.33,2023-03-09,6,Loved the design and comfort.
P0034,Sweatpants,Fleece,White,233,0.33,401,Winter,Female,1.15,2023-12-23,11,Loved the design and comfort.
P0184,Dress,Polyester,White,346,0.12,371,Fall,Unisex,1.23,2023-09-06,13,"It's okay, nothing special."
P0166,Hoodie,Cotton,Grey,200,0.11,282,Winter,Unisex,1.05,2024-02-25,13,"It's okay, nothing special."
P0076,T-Shirt,Wool,Green,341,0.31,412,Summer,Unisex,1.08,2024-08-06,9,Decent but could be better.
P0131,Hoodie,Spandex,Red,348,0.27,530,Summer,Unisex,1.07,2023-06-27,13,"Comfortable fabric, however the color fades quickly."
P0236,T-Shirt,Spandex,Yellow,310,0.16,363,Summer,Unisex,1.22,2024-08-09,7,Nice design but size mismatch was an issue.
P0264,T-Shirt,Wool,Green,449,0.09,617,Winter,Female,1.22,2024-01-14,6,"It's okay, nothing special."
P0055,Hoodie,Polyester,White,225,0.06,317,Spring,Female,1.13,2024-03-04,8,The fabric is soft and comfortable.
P0265,Sweatpants,Cotton,White,85,0.25,268,Winter,Female,1.42,2024-02-29,9,Average quality for the price.
P0042,Sweatpants,Cotton,Yellow,73,0.14,239,Winter,Female,1.16,2023-01-12,12,The fabric is soft and comfortable.
P0232,Shorts,Cotton,Grey,172,0.02,223,Fall,Unisex,1.48,2024-11-15,3,Size runs smaller than expected.
P0241,T-Shirt,Fleece,Grey,232,0.29,310,Winter,Female,1.15,2024-12-18,8,The color is vibrant and attractive.
P0192,Jacket,Cotton,Green,125,0.28,199,Spring,Female,1.45,2023-04-21,8,Fabric feels rough and uncomfortable.
P0155,Dress,Cotton,Yellow,257,0.17,360,Fall,Female,1.3,2024-09-28,3,Perfect fit and great quality.
P0219,Sweatpants,Fleece,Red,98,0.26,272,Fall,Male,1.14,2023-10-07,3,"It's okay, nothing special."
P0101,T-Shirt,Spandex,Blue,234,0.32,327,Fall,Female,1.33,2024-10-22,10,Fabric feels rough and uncomfortable.
P0232,Hoodie,Spandex,Yellow,47,0.11,69,Winter,Female,1.04,2024-12-07,13,Feels breathable and light.
P0008,Dress,Cotton,Green,242,0.14,409,Fall,Female,1.22,2024-10-15,10,Loved the design and comfort.
P0232,Hoodie,Polyester,Red,338,0.31,366,Fall,Female,1.29,2023-09-24,5,Size runs smaller than expected.
P0058,Hoodie,Fleece,Black,432,0.27,467,Winter,Male,1.05,2023-02-20,13,Average quality for the price.
P0065,Dress,Wool,Grey,249,0.28,302,Winter,Female,1.12,2023-12-11,7,The color is vibrant and attractive.
P0030,Leggings,Polyester,Blue,5,0.11,169,Fall,Male,1.09,2023-09-22,4,Excellent stitching and finish.
P0032,Leggings,Polyester,Yellow,217,0.03,308,Summer,Female,1.23,2023-07-21,9,"It's okay, nothing special."
P0112,Leggings,Polyester,Pink,145,0.28,297,Summer,Unisex,1.39,2023-06-14,11,The product arrived damaged.
P0098,T-Shirt,Fleece,Green,146,0.1,326,Fall,Unisex,1.42,2024-09-24,8,"Comfortable fabric, however the color fades quickly."
P0263,Jacket,Polyester,White,277,0.32,357,Winter,Unisex,1.01,2024-01-03,3,Decent but could be better.
P0187,Leggings,Spandex,Blue,238,0.26,281,Fall,Female,1.03,2024-09-13,5,Size runs smaller than expected.
P0210,Jacket,Spandex,Pink,85,0.14,134,Summer,Female,1.09,2024-06-08,8,Zipper broke after one use.
P0295,Jacket,Fleece,Pink,175,0.32,285,Winter,Unisex,1.09,2024-12-30,9,Average quality for the price.
P0117,Sweatpants,Wool,White,12,0.05,111,Spring,Female,1.46,2024-03-07,10,The color is vibrant and attractive.
P0050,T-Shirt,Wool,Blue,177,0.12,201,Spring,Female,1.15,2024-03-23,3,Zipper broke after one use.
P0176,Leggings,Polyester,Pink,26,0.05,205,Summer,Unisex,1.22,2023-07-19,6,Feels breathable and light.
P0025,Sweatpants,Spandex,Pink,154,0.15,334,Spring,Unisex,1.5,2024-05-29,9,Feels breathable and light.
P0276,Sweatpants,Fleece,Red,161,0.06,189,Fall,Unisex,1.42,2024-09-13,13,Zipper broke after one use.
P0078,Leggings,Polyester,Pink,331,0.15,521,Winter,Unisex,1.41,2024-12-12,7,The color is vibrant and attractive.
P0298,Jacket,Spandex,Black,421,0.23,444,Summer,Male,1.23,2023-08-13,12,Perfect fit and great quality.
P0061,Hoodie,Fleece,Blue,49,0.17,87,Winter,Female,1.08,2023-12-31,7,My kid loves wearing this every day.
P0017,Leggings,Wool,Grey,253,0.11,351,Winter,Male,1.28,2024-02-03,7,The fabric is soft and comfortable.
P0282,Hoodie,Wool,Black,292,0.31,388,Winter,Female,1.05,2023-02-03,3,My kid loves wearing this every day.
P0190,Jacket,Wool,Grey,14,0.24,53,Winter,Male,1.27,2023-01-21,15,The color is vibrant and attractive.
P0221,Sweatpants,Fleece,Red,341,0.15,419,Spring,Unisex,1.38,2024-04-08,11,Fabric feels rough and uncomfortable.
P0251,Hoodie,Cotton,Red,165,0.26,313,Summer,Male,1.47,2024-08-19,4,Excellent stitching and finish.
P0182,Dress,Cotton,Black,133,0.1,311,Winter,Female,1.47,2023-01-24,8,My kid loves wearing this every day.
P0117,Hoodie,Wool,Blue,16,0.1,124,Winter,Unisex,1.48,2024-01-07,9,Loved the design and comfort.
P0033,Sweatpants,Cotton,Green,379,0.16,497,Summer,Male,1.13,2024-07-31,4,Perfect fit and great quality.
P0074,Dress,Polyester,Blue,35,0.09,87,Winter,Male,1.03,2024-12-17,5,"It's okay, nothing special."
P0092,Leggings,Polyester,Red,314,0.22,512,Spring,Unisex,1.05,2023-03-07,8,The color is vibrant and attractive.
P0132,Shorts,Wool,Green,194,0.35,270,Fall,Unisex,1.17,2024-09-23,8,Feels breathable and light.
P0190,Hoodie,Fleece,White,326,0.08,452,Spring,Unisex,1.02,2024-05-08,6,Perfect fit and great quality.
P0015,Hoodie,Spandex,Grey,334,0.28,462,Winter,Female,1.16,2023-12-20,10,Color fades after a few washes.
P0161,Sweatpants,Spandex,Black,265,0.23,383,Fall,Male,1.41,2023-10-18,15,The product arrived damaged.
P0101,Jacket,Fleece,Black,147,0.24,286,Winter,Female,1.32,2024-02-29,11,Loved the design and comfort.
P0107,Shorts,Polyester,White,207,0.17,403,Winter,Unisex,1.01,2023-02-24,4,Loved the design and comfort.
P0107,T-Shirt,Cotton,Yellow,219,0.04,261,Winter,Female,1.44,2023-02-20,8,Average quality for the price.
P0135,Dress,Spandex,Red,97,0.04,153,Summer,Female,1.08,2023-07-26,8,Decent but could be better.
P0125,Dress,Polyester,Blue,39,0.28,126,Spring,Unisex,1.07,2024-05-11,8,Excellent stitching and finish.
P0100,Jacket,Polyester,White,211,0.07,296,Winter,Unisex,1.29,2024-12-26,11,My kid loves wearing this every day.
P0233,T-Shirt,Spandex,Green,161,0.33,198,Spring,Unisex,1.28,2023-04-13,7,The product arrived damaged.
P0048,Dress,Wool,Red,317,0.15,438,Spring,Unisex,1.23,2024-03-20,6,The fabric is soft and comfortable.
P0113,T-Shirt,Spandex,Yellow,166,0.31,279,Spring,Unisex,1.25,2024-04-17,14,"It's okay, nothing special."
P0044,Shorts,Cotton,Red,384,0.27,475,Summer,Male,1.25,2023-06-07,4,Nice design but size mismatch was an issue.
P0124,Sweatpants,Spandex,Grey,151,0.27,244,Winter,Unisex,1.43,2023-01-07,7,My kid loves wearing this every day.
P0183,Sweatpants,Spandex,Pink,88,0.33,141,Fall,Female,1.36,2023-09-03,10,Feels breathable and light.
P0033,T-Shirt,Spandex,White,316,0.21,386,Winter,Female,1.16,2023-12-24,15,"Comfortable fabric, however the color fades quickly."
P0095,Leggings,Wool,White,318,0.06,406,Summer,Unisex,1.24,2024-08-29,4,The product arrived damaged.
P0157,Dress,Cotton,Green,331,0.18,404,Summer,Unisex,1.2,2023-08-26,13,Fabric feels rough and uncomfortable.
P0074,T-Shirt,Fleece,Blue,98,0.08,216,Spring,Unisex,1.3,2024-05-01,7,Loved the design and comfort.
P0134,Hoodie,Cotton,Red,79,0.2,244,Fall,Unisex,1.18,2024-09-07,13,The fabric is soft and comfortable.
P0187,Dress,Wool,Green,147,0.16,311,Summer,Female,1.31,2024-06-17,10,Decent but could be better.
P0175,Jacket,Spandex,Blue,9,0.32,84,Winter,Female,1.04,2023-01-26,13,Size runs smaller than expected.
P0116,Jacket,Fleece,Green,226,0.29,293,Spring,Female,1.27,2024-03-31,10,"Comfortable fabric, however the color fades quickly."
P0111,Dress,Polyester,Red,104,0.06,128,Summer,Unisex,1.47,2023-07-02,7,The color is vibrant and attractive.
P0201,Leggings,Spandex,Green,453,0.31,632,Summer,Unisex,1.42,2023-08-30,4,Feels breathable and light.
P0170,Shorts,Fleece,Red,244,0.27,268,Spring,Male,1.25,2023-03-17,8,"It's okay, nothing special."
P0187,Shorts,Polyester,Black,205,0.17,346,Fall,Unisex,1.02,2023-11-12,4,Size runs smaller than expected.
P0073,T-Shirt,Wool,Black,436,0.04,576,Winter,Female,1.38,2023-02-28,14,Excellent stitching and finish.
P0282,Dress,Wool,Red,330,0.21,481,Summer,Unisex,1.43,2023-07-13,7,Loved the design and comfort.
P0232,Sweatpants,Polyester,Red,132,0.28,331,Spring,Female,1.11,2023-05-18,7,Zipper broke after one use.
P0272,Jacket,Spandex,Blue,142,0.34,276,Winter,Male,1.48,2023-01-27,6,Excellent stitching and finish.
P0141,T-Shirt,Cotton,White,184,0.21,229,Fall,Female,1.43,2024-10-17,11,My kid loves wearing this every day.
P0035,T-Shirt,Fleece,Grey,195,0.12,318,Summer,Unisex,1.11,2023-06-26,5,My kid loves wearing this every day.
P0230,Hoodie,Polyester,Blue,265,0.14,448,Summer,Female,1.17,2023-06-09,5,Loved the design and comfort.
P0029,Sweatpants,Spandex,Yellow,24,0.22,148,Fall,Unisex,1.43,2024-11-01,14,Excellent stitching and finish.
P0012,Dress,Fleece,Green,280,0.03,388,Winter,Male,1.09,2023-12-24,13,The color is vibrant and attractive.
P0224,Dress,Spandex,Green,136,0.23,290,Spring,Male,1.22,2023-05-01,11,The color is vibrant and attractive.
P0083,T-Shirt,Fleece,White,275,0.27,410,Fall,Female,1.31,2023-11-07,8,Decent but could be better.
P0178,Leggings,Fleece,Pink,156,0.14,222,Winter,Female,1.44,2024-02-12,8,Loved the design and comfort.
P0297,Jacket,Spandex,Pink,249,0.19,345,Fall,Male,1.36,2024-09-04,15,Decent but could be better.
P0291,Hoodie,Polyester,Blue,60,0.32,126,Fall,Female,1.42,2023-11-02,3,The fabric is soft and comfortable.
P0225,Sweatpants,Fleece,Grey,28,0.31,182,Summer,Unisex,1.23,2024-07-22,11,Great color but the stitching could be better.
P0179,Sweatpants,Polyester,Pink,296,0.08,478,Summer,Female,1.41,2024-07-10,4,"Comfortable fabric, however the color fades quickly."
P0224,Sweatpants,Spandex,Pink,310,0.16,457,Fall,Female,1.33,2024-11-10,11,Average quality for the price.
P0003,Hoodie,Cotton,Yellow,285,0.29,360,Winter,Male,1.13,2024-01-10,6,Perfect fit and great quality.
P0298,Sweatpants,Polyester,Pink,25,0.26,131,Spring,Male,1.11,2023-03-10,11,Excellent stitching and finish.
P0003,Hoodie,Spandex,Green,343,0.03,385,Winter,Female,1.16,2023-12-06,3,Loved the design and comfort.
P0159,Dress,Fleece,Yellow,278,0.31,404,Fall,Female,1.36,2023-09-26,10,"Comfortable fabric, however the color fades quickly."
P0183,T-Shirt,Spandex,Red,347,0.19,487,Fall,Unisex,1.04,2023-11-03,6,My kid loves wearing this every day.
P0004,Shorts,Wool,White,156,0.04,323,Summer,Unisex,1.01,2024-06-03,9,The product arrived damaged.
P0259,Hoodie,Cotton,Black,320,0.34,447,Spring,Female,1.26,2023-04-15,3,The color is vibrant and attractive.
P0170,T-Shirt,Fleece,Red,161,0.33,311,Fall,Unisex,1.42,2024-10-16,13,Feels breathable and light.
P0090,T-Shirt,Fleece,White,31,0.24,161,Summer,Male,1.05,2024-07-28,8,My kid loves wearing this every day.
P0145,Hoodie,Wool,Green,138,0.21,200,Spring,Female,1.32,2024-05-19,11,Excellent stitching and finish.
P0050,Dress,Polyester,Grey,283,0.1,459,Fall,Unisex,1.23,2023-09-27,3,Zipper broke after one use.
P0047,Hoodie,Cotton,Green,52,0.07,227,Fall,Unisex,1.01,2024-11-20,4,"Comfortable fabric, however the color fades quickly."
P0190,Dress,Spandex,White,390,0.04,419,Summer,Female,1.14,2024-07-13,10,Excellent stitching and finish.
P0117,Hoodie,Spandex,Black,52,0.13,206,Summer,Unisex,1.25,2024-08-07,5,Decent but could be better.
P0035,Sweatpants,Spandex,Pink,211,0.32,275,Summer,Female,1.3,2023-08-17,11,Nice design but size mismatch was an issue.
P0174,Jacket,Fleece,Grey,282,0.2,417,Fall,Unisex,1.04,2024-10-29,7,The fabric is soft and comfortable.
P0004,Leggings,Cotton,Blue,358,0.22,490,Summer,Male,1.22,2024-07-15,11,Feels breathable and light.
P0295,Sweatpants,Fleece,Blue,233,0.2,289,Spring,Male,1.42,2023-05-06,14,Perfect fit and great quality.
P0217,Jacket,Fleece,Yellow,459,0.11,644,Winter,Unisex,1.2,2023-01-27,6,Excellent stitching and finish.
P0050,Dress,Cotton,Pink,286,0.32,417,Fall,Male,1.28,2024-11-16,8,My kid loves wearing this every day.
P0165,Leggings,Wool,Blue,147,0.16,241,Fall,Unisex,1.41,2024-09-25,10,Excellent stitching and finish.
P0138,T-Shirt,Cotton,Pink,297,0.09,430,Fall,Female,1.39,2024-09-23,9,Perfect fit and great quality.
P0107,Hoodie,Polyester,Pink,45,0.35,217,Fall,Unisex,1.26,2024-09-06,10,Loved the design and comfort.
P0009,Shorts,Polyester,Green,109,0.33,258,Winter,Unisex,1.03,2023-01-18,3,Feels breathable and light.
P0046,Leggings,Fleece,Yellow,261,0.1,294,Fall,Female,1.5,2023-11-25,8,Average quality for the price.
P0281,Sweatpants,Fleece,Pink,329,0.16,438,Winter,Male,1.0,2023-12-03,3,Color fades after a few washes.
P0062,Hoodie,Cotton,Red,98,0.32,224,Summer,Male,1.46,2024-08-10,10,My kid loves wearing this every day.
P0230,Dress,Wool,Red,6,0.12,178,Spring,Unisex,1.18,2024-03-29,10,Nice design but size mismatch was an issue.
P0016,Dress,Wool,Blue,98,0.24,293,Fall,Female,1.32,2024-11-17,11,"It's okay, nothing special."
P0109,Dress,Polyester,Blue,212,0.23,329,Summer,Unisex,1.23,2023-06-25,5,My kid loves wearing this every day.
P0285,Jacket,Wool,Pink,446,0.2,614,Winter,Unisex,1.28,2024-01-04,6,Fabric feels rough and uncomfortable.
P0082,Sweatpants,Wool,Red,260,0.19,293,Winter,Female,1.24,2024-12-10,8,"It's okay, nothing special."
P0070,Sweatpants,Spandex,Blue,337,0.09,498,Winter,Female,1.11,2024-01-19,3,Decent but could be better.
P0129,Leggings,Cotton,Yellow,306,0.2,419,Winter,Unisex,1.09,2023-01-22,12,Average quality for the price.
P0218,T-Shirt,Cotton,Red,338,0.09,404,Summer,Unisex,1.01,2023-06-23,11,My kid loves wearing this every day.
P0040,Shorts,Fleece,Red,287,0.07,392,Fall,Female,1.05,2024-09-30,6,Perfect fit and great quality.
P0197,Leggings,Cotton,Pink,61,0.27,253,Spring,Male,1.41,2024-04-25,9,Fabric feels rough and uncomfortable.
P0134,Jacket,Spandex,Pink,294,0.31,450,Fall,Unisex,1.22,2024-10-12,12,The fabric is soft and comfortable.
P0245,Hoodie,Spandex,Black,405,0.21,454,Summer,Unisex,1.09,2024-08-29,4,Excellent stitching and finish.
P0277,Shorts,Wool,Grey,253,0.1,289,Winter,Male,1.08,2023-01-03,15,"It's okay, nothing special."
P0045,T-Shirt,Fleece,White,277,0.35,438,Spring,Unisex,1.14,2024-04-29,4,Excellent stitching and finish.
P0082,Jacket,Fleece,Blue,341,0.29,378,Fall,Male,1.49,2023-09-30,12,Loved the design and comfort.
P0227,T-Shirt,Wool,Blue,22,0.32,78,Spring,Female,1.35,2023-05-29,11,My kid loves wearing this every day.
P0214,Jacket,Fleece,Grey,158,0.3,335,Fall,Unisex,1.21,2024-09-23,10,Perfect fit and great quality.
P0036,Jacket,Fleece,Green,82,0.33,110,Winter,Unisex,1.41,2023-02-21,4,Great color but the stitching could be better.
P0028,Hoodie,Polyester,Black,249,0.3,287,Fall,Unisex,1.11,2024-11-05,4,Feels breathable and light.
P0058,Leggings,Wool,Blue,37,0.22,69,Spring,Female,1.01,2024-03-01,12,Average quality for the price.
P0058,Dress,Cotton,Black,185,0.28,356,Spring,Unisex,1.47,2023-05-25,6,Fabric feels rough and uncomfortable.
P0009,T-Shirt,Fleece,Black,201,0.28,397,Summer,Male,1.34,2023-06-18,5,Loved the design and comfort.
P0256,T-Shirt,Cotton,White,179,0.22,249,Fall,Male,1.47,2024-10-03,7,The color is vibrant and attractive.
P0142,Jacket,Polyester,Red,206,0.3,266,Summer,Male,1.35,2023-08-18,3,Zipper broke after one use.
P0243,Leggings,Fleece,Pink,289,0.18,457,Winter,Unisex,1.1,2024-12-25,3,The fabric is soft and comfortable.
P0115,Jacket,Polyester,Blue,69,0.31,155,Summer,Female,1.45,2023-08-27,12,My kid loves wearing this every day.
P0084,T-Shirt,Cotton,Pink,94,0.11,214,Summer,Unisex,1.23,2023-06-09,14,Nice design but size mismatch was an issue.
P0250,Leggings,Wool,Pink,311,0.13,410,Fall,Female,1.5,2023-10-22,9,Loved the design and comfort.
P0198,Sweatpants,Cotton,Red,18,0.15,64,Spring,Male,1.18,2024-03-03,13,The fabric is soft and comfortable.
P0055,Dress,Fleece,Black,85,0.18,138,Winter,Female,1.28,2023-01-11,7,Zipper broke after one use.
P0194,Sweatpants,Polyester,Pink,90,0.14,239,Fall,Male,1.26,2024-11-14,12,My kid loves wearing this every day.
P0295,Jacket,Cotton,White,279,0.21,300,Winter,Male,1.18,2023-12-07,7,"It's okay, nothing special."
P0054,Jacket,Polyester,Black,338,0.25,439,Fall,Female,1.11,2024-09-12,9,Excellent stitching and finish.
P0297,Hoodie,Cotton,Green,364,0.15,392,Summer,Male,1.33,2024-07-30,8,Fabric feels rough and uncomfortable.
P0147,Leggings,Spandex,Black,235,0.16,338,Winter,Female,1.07,2023-12-31,12,Decent but could be better.
P0299,Hoodie,Spandex,Grey,58,0.34,244,Spring,Female,1.14,2023-05-25,14,My kid loves wearing this every day.
P0076,Shorts,Cotton,Black,13,0.27,78,Spring,Female,1.23,2024-05-16,9,Color fades after a few washes.
P0065,Shorts,Cotton,Grey,116,0.18,304,Winter,Female,1.08,2024-01-05,10,Feels breathable and light.
P0001,Hoodie,Wool,Pink,300,0.07,461,Spring,Female,1.47,2023-04-14,15,Feels breathable and light.
P0216,Shorts,Polyester,Grey,103,0.27,184,Fall,Unisex,1.22,2023-11-13,6,Feels breathable and light.
P0163,Jacket,Polyester,Green,116,0.26,260,Winter,Unisex,1.17,2024-12-21,15,Fabric feels rough and uncomfortable.
P0202,Hoodie,Wool,Pink,247,0.11,383,Winter,Unisex,1.18,2023-01-18,5,"It's okay, nothing special."
P0129,Jacket,Cotton,Grey,146,0.1,217,Summer,Female,1.15,2024-07-25,9,The fabric is soft and comfortable.
